;Tweets;Followers;Following;Followers ratio;Listed;Replies/100derniers;Tweets with @mentions/100derniers;Tweets with #hashtags/100derniers;Retweets/100;Tweets with links/100derniers;Tweets with media/100derniers;Mot prefere;twitter;date_scrap;nom;DEPSIR
421;3300.0;7428.0;377.0;19.7;131.0;3.0;51.0;34.0;24.0;71.0;6.0;faire;perrinegoulet;02/01/2022;Perrine Goulet;5801
422;4409.0;9717.0;1546.0;6.29;129.0;3.0;57.0;31.0;27.0;71.0;11.0;chi;JF_Acquaviva;02/01/2022;Jean-Félix Acquaviva;2B02
423;2497.0;7756.0;1528.0;5.08;156.0;5.0;51.0;68.0;17.0;79.0;4.0;soutien;DominiqueDavid_;02/01/2022;Dominique David;3301
424;2234.0;6781.0;2042.0;3.32;121.0;0.0;47.0;52.0;26.0;72.0;2.0;matin;XavierBatut;02/01/2022;Xavier Batut;7610
425;609.0;3423.0;231.0;14.82;194.0;0.0;45.0;41.0;36.0;46.0;5.0;ardennes;warsmann;02/01/2022;Jean-Luc Warsmann;0803
426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;StTRAVERT;0;Stéphane Travert;5003
427;1676.0;4821.0;793.0;6.08;126.0;1.0;66.0;48.0;28.0;72.0;1.0;cest;AudeAmadou;02/01/2022;Aude Amadou;4404
428;9879.0;78358.0;3878.0;20.21;1330.0;1.0;82.0;50.0;75.0;21.0;10.0;cest;delphinebatho;02/01/2022;Delphine Batho;7902
429;9518.0;4627.0;3724.0;1.24;164.0;8.0;47.0;82.0;5.0;92.0;2.0;izards;jeanluclagleize;02/01/2022;Jean-Luc Lagleize;3102
430;2643.0;3518.0;1616.0;2.18;130.0;2.0;69.0;29.0;41.0;52.0;6.0;rapport;RichardLioger;02/01/2022;Richard Lioger;5703
431;1438.0;13819.0;504.0;27.42;157.0;1.0;45.0;47.0;20.0;79.0;4.0;femmes;BenedictTaurine;02/01/2022;Bénédicte Taurine;0901
432;4519.0;5014.0;1188.0;4.22;145.0;0.0;48.0;46.0;35.0;61.0;8.0;cest;AnneBrugnera;02/01/2022;Anne Brugnera;6904
433;3269.0;4024.0;3891.0;1.03;187.0;4.0;64.0;35.0;49.0;43.0;19.0;cest;yves_blein;02/01/2022;Yves Blein;6914
434;3636.0;5950.0;2850.0;2.09;138.0;1.0;85.0;40.0;37.0;61.0;7.0;live;OlgaGivernet;02/01/2022;Olga Givernet;0103
435;3280.0;6132.0;1094.0;5.61;115.0;14.0;61.0;25.0;22.0;73.0;3.0;cette;dhoubron1759;02/01/2022;Dimitri Houbron;5917
436;2353.0;4830.0;1085.0;4.45;214.0;7.0;71.0;43.0;49.0;44.0;4.0;jai;ericalauzet;02/01/2022;Éric Alauzet;2502
437;1166.0;2162.0;365.0;5.92;131.0;0.0;77.0;17.0;66.0;43.0;10.0;matin;BJoncour;02/01/2022;Bruno Joncour;2201
438;2366.0;2398.0;364.0;6.59;92.0;3.0;29.0;6.0;12.0;72.0;5.0;rgion;FabriceBrun;02/01/2022;Fabrice Brun;0703
439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Philippe Nilor;097204
440;12488.0;7191.0;2339.0;3.07;191.0;24.0;76.0;38.0;25.0;61.0;11.0;quand;JeanMichelMIS;02/01/2022;Jean-Michel Mis;4202
441;934.0;614.0;142.0;4.32;45.0;0.0;42.0;30.0;41.0;55.0;5.0;dputs;J_Corneloup;02/01/2022;Josiane Corneloup;7102
442;1735.0;1977.0;771.0;2.56;92.0;1.0;68.0;29.0;58.0;36.0;7.0;plus;Kerlogot22;02/01/2022;Yannick Kerlogot;2204
443;1399.0;5119.0;536.0;9.55;130.0;0.0;43.0;21.0;1.0;98.0;1.0;matin;BenjaminDirx;02/01/2022;Benjamin Dirx;7101
444;2403.0;4550.0;819.0;5.56;122.0;1.0;55.0;43.0;44.0;57.0;2.0;mesures;stelladupont;02/01/2022;Stella Dupont;4902
445;3653.0;15409.0;872.0;17.67;196.0;7.0;38.0;9.0;25.0;75.0;3.0;animal;loicdombreval;02/01/2022;Loïc Dombreval;0602
446;1600.0;2132.0;66.0;32.3;103.0;4.0;17.0;51.0;12.0;82.0;3.0;ministre;DelponMichelEM;02/01/2022;Michel Delpon;2402
447;8260.0;4200.0;794.0;5.29;139.0;4.0;59.0;38.0;44.0;59.0;6.0;lot;Huguette_Tiegna;02/01/2022;Huguette Tiegna;4602
448;1219.0;2261.0;458.0;4.94;95.0;19.0;49.0;21.0;27.0;57.0;4.0;cest;JP_Dufregne;02/01/2022;Jean-Paul Dufrègne;0301
449;3571.0;6819.0;2810.0;2.43;133.0;0.0;79.0;49.0;68.0;33.0;7.0;cest;hub_laferriere;02/01/2022;Hubert Julien-Laferrière;6902
450;24234.0;47322.0;10233.0;4.62;598.0;4.0;72.0;26.0;58.0;35.0;5.0;soutien;M_Orphelin;02/01/2022;Matthieu Orphelin;4901
451;17882.0;21548.0;2164.0;9.96;394.0;0.0;96.0;16.0;89.0;10.0;4.0;france;SebastienHuyghe;02/01/2022;Sébastien Huyghe;5905
452;3759.0;4394.0;1245.0;3.53;154.0;0.0;71.0;31.0;26.0;75.0;0.0;matin;jjbridey94260;02/01/2022;Jean-Jacques Bridey;9407
453;4757.0;6441.0;1054.0;6.11;185.0;3.0;63.0;50.0;51.0;46.0;5.0;cest;bruno_fuchs;02/01/2022;Bruno Fuchs;6806
454;830.0;4262.0;763.0;5.59;106.0;7.0;94.0;32.0;80.0;18.0;5.0;plus;zivkapark;02/01/2022;Zivka Park;9509
455;5310.0;1428.0;520.0;2.75;98.0;0.0;89.0;39.0;86.0;16.0;8.0;2022;SophieMette1;02/01/2022;Sophie Mette;3309
456;3549.0;4169.0;1854.0;2.25;104.0;0.0;30.0;43.0;17.0;84.0;1.0;depuis;DoStephanie_77;02/01/2022;Stéphanie Do;7710
457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Marie-George Buffet;9304
458;7179.0;29704.0;967.0;30.72;262.0;6.0;62.0;35.0;42.0;54.0;6.0;cette;PrudhommeLoic;02/01/2022;Loïc Prud'homme;3303
459;5091.0;99750.0;944.0;105.67;722.0;50.0;91.0;22.0;33.0;61.0;0.0;politique;VillaniCedric;02/01/2022;Cédric Villani;9105
460;577.0;1869.0;1301.0;1.44;65.0;7.0;38.0;44.0;22.0;73.0;4.0;jai;Justine_BENIN;02/01/2022;Justine Benin;097102
461;17913.0;373126.0;2634.0;141.66;1566.0;0.0;52.0;14.0;16.0;79.0;9.0;cest;CCastaner;02/01/2022;Christophe Castaner;0402
462;1961.0;6782.0;3593.0;1.89;195.0;4.0;55.0;9.0;35.0;55.0;11.0;rgion;b_perrut;02/01/2022;Bernard Perrut;6909
463;9381.0;14520.0;3684.0;3.94;195.0;2.0;68.0;58.0;36.0;58.0;6.0;cest;celinecalvez;02/01/2022;Céline Calvez;9205
464;1062.0;6234.0;772.0;8.08;138.0;0.0;70.0;26.0;52.0;44.0;6.0;contre;AliceThourot;02/01/2022;Alice Thourot;2602
465;606.0;2940.0;2360.0;1.25;103.0;4.0;80.0;20.0;71.0;21.0;7.0;michel;BonnivardE;02/01/2022;Émilie Bonnivard;7303
466;332.0;1852.0;230.0;8.05;80.0;2.0;63.0;38.0;57.0;36.0;14.0;cest;MichelVialay;02/01/2022;Michel Vialay;7808
467;2652.0;22522.0;904.0;24.91;253.0;1.0;57.0;30.0;47.0;51.0;10.0;plus;duboschristelle;02/01/2022;Christelle Dubos;3312
468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Danièle Cazarian;6913
469;1785.0;2621.0;885.0;2.96;97.0;0.0;70.0;51.0;41.0;59.0;5.0;aujourdhui;Vthomas_63;02/01/2022;Valérie Thomas;6301
470;2270.0;2344.0;573.0;4.09;126.0;2.0;45.0;80.0;10.0;90.0;0.0;france;LilianeTanguyAN;02/01/2022;Liliana Tanguy;2907
471;1276.0;6144.0;1426.0;4.31;229.0;1.0;57.0;31.0;34.0;67.0;0.0;merci;SophieErrante;02/01/2022;Sophie Errante;4410
472;4642.0;2345.0;1344.0;1.74;96.0;2.0;70.0;38.0;51.0;49.0;8.0;contre;Tuffnell17;02/01/2022;Frédérique Tuffnell;1702
473;2158.0;5352.0;1287.0;4.16;113.0;5.0;26.0;49.0;15.0;77.0;4.0;cette;XavierPalu2017;02/01/2022;Xavier Paluszkiewicz;5403
474;828.0;2551.0;424.0;6.02;90.0;0.0;0.0;0.0;0.0;93.0;2.0;jai;ViryStephane;02/01/2022;Stéphane Viry;8801
475;2132.0;7323.0;992.0;7.38;134.0;1.0;51.0;48.0;23.0;76.0;1.0;merci;DDaSilva95;02/01/2022;Dominique Da Silva;9507
476;2333.0;3669.0;1767.0;2.08;100.0;2.0;80.0;31.0;76.0;21.0;9.0;cest;JeanMarieFIEVET;02/01/2022;Jean-Marie Fiévet;7903
477;6511.0;2972.0;1826.0;1.63;100.0;0.0;89.0;38.0;88.0;17.0;7.0;france;MDeprezAudebert;02/01/2022;Marguerite Deprez-Audebert;6209
478;676.0;3175.0;1140.0;2.79;118.0;1.0;45.0;15.0;14.0;88.0;3.0;entreprises;Typhanie_Degois;02/01/2022;Typhanie Degois;7301
479;2054.0;1921.0;237.0;8.11;81.0;3.0;76.0;26.0;57.0;45.0;1.0;france;NicoleTrisse;02/01/2022;Nicole Trisse;5705
480;1359.0;4466.0;1258.0;3.55;114.0;0.0;56.0;44.0;37.0;66.0;2.0;embauches;fdescrozaille;02/01/2022;Frédéric Descrozaille;9401
481;1166.0;2220.0;850.0;2.61;55.0;0.0;100.0;32.0;100.0;3.0;17.0;cest;l_saintpaul;02/01/2022;Laetitia Saint-Paul;4904
482;2012.0;1576.0;912.0;1.73;52.0;3.0;81.0;37.0;67.0;35.0;0.0;contre;beadescamps;02/01/2022;Béatrice Descamps;5921
483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Cendra Motin;3806
484;120.0;656.0;120.0;5.47;52.0;27.0;70.0;21.0;45.0;38.0;6.0;dput;Moetai1;02/01/2022;Moetai Brotherson;098703
485;2202.0;1126.0;862.0;1.31;53.0;0.0;96.0;38.0;93.0;8.0;1.0;plus;jean_ardouin;02/01/2022;Jean-Philippe Ardouin;1703
486;4929.0;8572.0;1661.0;5.16;156.0;7.0;94.0;30.0;84.0;13.0;4.0;militants;oliviermarleix;02/01/2022;Olivier Marleix;2802
487;1119.0;3766.0;551.0;6.83;111.0;1.0;92.0;29.0;76.0;23.0;4.0;prsident;DipompeoChrist;02/01/2022;Christophe Di Pompeo;5903
488;4154.0;7785.0;1147.0;6.79;141.0;10.0;33.0;39.0;12.0;86.0;0.0;comme;EmilieCariou;02/01/2022;Émilie Cariou;5502
489;1873.0;4569.0;881.0;5.19;139.0;0.0;59.0;33.0;23.0;77.0;2.0;jai;SandrineMorch;02/01/2022;Sandrine Mörch;3109
490;2088.0;2937.0;1118.0;2.63;144.0;2.0;63.0;52.0;36.0;63.0;4.0;cest;s_mazars;02/01/2022;Stéphane Mazars;1201
491;6932.0;5808.0;1639.0;3.54;155.0;1.0;87.0;33.0;75.0;21.0;8.0;barnier;patrickhetzel;02/01/2022;Patrick Hetzel;6707
492;3805.0;8230.0;2473.0;3.33;143.0;10.0;74.0;52.0;50.0;50.0;0.0;cette;clapotmireille;02/01/2022;Mireille Clapot;2601
493;7497.0;8507.0;2192.0;3.88;135.0;15.0;71.0;15.0;43.0;50.0;1.0;plus;ALouisDeputee13;02/01/2022;Alexandra Louis;1303
494;258.0;1768.0;595.0;2.97;115.0;0.0;92.0;64.0;92.0;33.0;27.0;autun;RRebeyrotte;02/01/2022;Rémy Rebeyrotte;7103
495;6405.0;4472.0;709.0;6.31;109.0;6.0;64.0;46.0;50.0;44.0;6.0;ans;EricPAUGET1;02/01/2022;Éric Pauget;0607
496;11397.0;99829.0;1691.0;59.04;923.0;2.0;56.0;54.0;42.0;58.0;2.0;franais;RichardFerrand;02/01/2022;Richard Ferrand;2906
497;9427.0;16366.0;8087.0;2.02;454.0;3.0;71.0;34.0;51.0;48.0;4.0;ans;PaulaForteza;02/01/2022;Paula Forteza;099902
498;11303.0;7988.0;3608.0;2.21;159.0;30.0;66.0;23.0;12.0;73.0;2.0;cest;fchouat;02/01/2022;Francis Chouat;9101
499;1251.0;1044.0;794.0;1.31;26.0;6.0;46.0;39.0;27.0;62.0;9.0;loi;six_valerie;02/01/2022;Valérie Six;5907
500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Philippe Meyer;6706
501;3582.0;3408.0;1177.0;2.9;60.0;0.0;74.0;56.0;67.0;18.0;20.0;calendrier;flprovendier;02/01/2022;Florence Provendier;9210
502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Christophe Leclercq;6206
503;3201.0;2310.0;886.0;2.61;75.0;7.0;68.0;28.0;49.0;37.0;7.0;ministre;adrienmorenas;02/01/2022;Adrien Morenas;8403
504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Robert Therry;6204
505;1945.0;701.0;447.0;1.57;27.0;2.0;62.0;70.0;38.0;64.0;4.0;via;ploiseau85;02/01/2022;Patrick Loiseau;8502
506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Luc Bourgeaux;3507
507;586.0;1159.0;175.0;6.62;107.0;1.0;23.0;11.0;17.0;82.0;1.0;outremer;sclaireaux;02/01/2022;Stéphane Claireaux;097501
508;909.0;1723.0;998.0;1.73;55.0;26.0;80.0;33.0;32.0;53.0;6.0;cette;fabien_laine;02/01/2022;Fabien Lainé;4001
509;6623.0;3001.0;1045.0;2.87;79.0;5.0;72.0;30.0;51.0;42.0;6.0;cest;severine_gipson;02/01/2022;Séverine Gipson;2701
510;5834.0;2058.0;1623.0;1.27;34.0;29.0;84.0;35.0;42.0;41.0;11.0;cest;FMorlighem;02/01/2022;Florence Morlighem;5911
511;747.0;1858.0;130.0;14.29;45.0;2.0;48.0;69.0;22.0;73.0;3.0;jai;FranceLorho;02/01/2022;Marie-France Lorho;8404
512;999.0;1689.0;1317.0;1.28;25.0;2.0;60.0;52.0;12.0;82.0;8.0;merci;GeismarLuc;02/01/2022;Luc Geismar;4405
513;1427.0;939.0;199.0;4.72;30.0;3.0;94.0;25.0;87.0;13.0;9.0;plus;PierreVenteau;02/01/2022;Pierre Venteau;8702
514;2419.0;2703.0;763.0;3.54;42.0;4.0;60.0;37.0;38.0;52.0;7.0;cette;DeputeeBPetelle;02/01/2022;Bénédicte Pételle;9202
515;1099.0;934.0;268.0;3.49;28.0;0.0;52.0;24.0;25.0;75.0;1.0;cts;GalliardM;02/01/2022;Camille Galliard-Minier;3801
516;48.0;98.0;2.0;49.0;19.0;2.0;14.0;19.0;1.0;47.0;0.0;dput;SylvainBrial;02/01/2022;Sylvain Brial;098601
517;1443.0;559.0;246.0;2.27;22.0;1.0;76.0;30.0;73.0;14.0;17.0;semaine;c_delpirou;02/01/2022;Cécile Delpirou;8002
518;2559.0;2008.0;1630.0;1.23;46.0;2.0;14.0;44.0;4.0;90.0;0.0;lassemble;StephanieAtger;02/01/2022;Stéphanie Atger;9106
519;302.0;520.0;391.0;1.33;12.0;3.0;81.0;25.0;65.0;31.0;2.0;loi;victory_michele;02/01/2022;Michèle Victory;0702
520;18808.0;3257.0;1333.0;2.44;53.0;0.0;70.0;29.0;67.0;29.0;8.0;plus;catherinepujol1;02/01/2022;Catherine Pujol;6602
521;1152.0;2095.0;713.0;2.94;53.0;6.0;93.0;38.0;86.0;14.0;5.0;mission;antoine7595;02/01/2022;Antoine Savignat;9501
522;10940.0;2835.0;1212.0;2.34;157.0;4.0;67.0;36.0;55.0;42.0;4.0;budget;SylvieTolmont;02/01/2022;Sylvie Tolmont;7204
523;4324.0;6239.0;3552.0;1.76;98.0;17.0;62.0;7.0;24.0;65.0;2.0;europenne;JL_Thieriot;02/01/2022;Jean-Louis Thiériot;7703
524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Jean-Luc Poudroux;097407
525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Nathalie Porte;1403
526;62.0;173.0;101.0;1.71;8.0;0.0;25.0;40.0;14.0;44.0;2.0;jai;KeclardManuela;02/01/2022;Manuéla Kéclard-Mondésir;097202
527;747.0;961.0;172.0;5.59;33.0;0.0;82.0;40.0;66.0;36.0;1.0;cest;P_Lemoine;02/01/2022;Patricia Lemoine;7705
528;128.0;235.0;53.0;4.43;18.0;2.0;43.0;24.0;35.0;56.0;9.0;tous;ClaireBouchet05;02/01/2022;Claire Bouchet;0502
529;6214.0;2769.0;1442.0;1.92;108.0;22.0;91.0;30.0;55.0;28.0;10.0;cest;pascalbrindeau;02/01/2022;Pascal Brindeau;4103
530;270.0;718.0;338.0;2.12;24.0;5.0;24.0;20.0;8.0;80.0;11.0;plus;fballetblu;02/01/2022;Françoise Ballet-Blu;8601
531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Stéphane Vojetta;099905
532;410.0;586.0;559.0;1.05;22.0;12.0;34.0;7.0;12.0;69.0;9.0;jai;SBouchetB;02/01/2022;Sylvie Bouchet Bellecourt;7702
533;702.0;1661.0;794.0;2.09;18.0;2.0;66.0;42.0;43.0;56.0;5.0;jai;ZITOUNISouad3;02/01/2022;Souad Zitouni;8401
534;938.0;1075.0;573.0;1.88;29.0;1.0;64.0;52.0;57.0;42.0;0.0;jai;claudia_rouaux;02/01/2022;Claudia Rouaux;3503
535;574.0;349.0;132.0;2.64;22.0;1.0;94.0;25.0;80.0;22.0;5.0;plus;NathalieSerre;02/01/2022;Nathalie Serre;6908
536;2460.0;6390.0;1472.0;4.34;69.0;2.0;20.0;33.0;13.0;81.0;8.0;macron;NMeizonnet;02/01/2022;Nicolas Meizonnet;3002
537;2724.0;2224.0;1474.0;1.51;33.0;2.0;85.0;46.0;53.0;46.0;1.0;paris;SBoelle;02/01/2022;Sandra Boëlle;7514
538;486.0;552.0;353.0;1.56;21.0;0.0;9.0;35.0;2.0;96.0;2.0;loi;PNaillet;02/01/2022;Philippe Naillet;097401
539;107.0;354.0;399.0;0.89;9.0;0.0;64.0;53.0;47.0;48.0;4.0;loi;ChantalJourdan;02/01/2022;Chantal Jourdan;6101
540;261.0;416.0;188.0;2.21;19.0;0.0;40.0;25.0;3.0;95.0;2.0;matin;AudibertEdith;02/01/2022;Edith Audibert;8303
541;77.0;128.0;43.0;2.98;9.0;10.0;16.0;24.0;3.0;54.0;10.0;matin;BouleyBernard;02/01/2022;Bernard Bouley;9102
542;2029.0;1252.0;446.0;2.81;21.0;6.0;44.0;52.0;9.0;84.0;5.0;matin;CorceiroDavid;02/01/2022;David Corceiro;9506
543;10427.0;3273.0;3942.0;0.83;43.0;2.0;78.0;59.0;45.0;57.0;5.0;cest;Mariesilin;02/01/2022;Marie Silin;7512
544;4929.0;626.0;985.0;0.64;24.0;0.0;96.0;33.0;96.0;3.0;7.0;cest;sylv1templier;02/01/2022;Sylvain Templier;5201
545;894.0;1013.0;475.0;2.13;18.0;5.0;73.0;32.0;57.0;40.0;0.0;cest;LeseulG;02/01/2022;Gérard Leseul;7605
546;5803.0;3122.0;908.0;3.44;68.0;33.0;69.0;27.0;11.0;64.0;7.0;merci;PhilipBenassaya;02/01/2022;Philippe Benassaya;7811
547;10037.0;3117.0;1361.0;2.29;54.0;1.0;46.0;31.0;14.0;84.0;3.0;demain;AnneLaureBlin;02/01/2022;Anne-Laure Blin;4903
548;1362.0;1442.0;662.0;2.18;28.0;8.0;48.0;22.0;33.0;54.0;18.0;bilan;YvesHemedinger;02/01/2022;Yves Hemedinger;6801
549;5352.0;2842.0;1955.0;1.45;46.0;3.0;84.0;26.0;69.0;29.0;4.0;matin;isasantiago_94;02/01/2022;Isabelle Santiago;9409
550;206.0;2508.0;168.0;14.93;13.0;5.0;40.0;23.0;25.0;67.0;6.0;femmes;KarineLebon;02/01/2022;Karine Lebon;097402
551;2051.0;3413.0;2601.0;1.31;51.0;0.0;67.0;44.0;40.0;58.0;3.0;cest;JuRavier;02/01/2022;Julien Ravier;1301
552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Grégory Labille;8005
553;1176.0;1080.0;765.0;1.41;15.0;5.0;58.0;46.0;21.0;80.0;2.0;cette;MRoquesetienne;02/01/2022;Muriel Roques-Etienne;8101
554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Maud Gatel;7511
555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Catherine Daufès-Roux;3005
556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Myriane Houplain;6210
557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Luc Lamirault;2803
558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Christelle Petex-Levet;7403
559;3589.0;5471.0;1868.0;2.93;42.0;13.0;87.0;22.0;43.0;53.0;3.0;gauche;lamiaela;02/01/2022;Lamia El Aaraje;7515
560;64.0;241.0;188.0;1.28;5.0;0.0;29.0;27.0;22.0;35.0;12.0;maire;SMetadier;02/01/2022;Sophie Métadier;3703
561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;NON;0;Victor Habert-Dassault;6001
