nom;amendements_adoptes;amendements_proposes;amendements_signes;commission_interventions;commission_presences;hemicycle_interventions;hemicycle_interventions_courtes;propositions_ecrites;propositions_signees;questions_ecrites;questions_orales;rapports;semaines_presence;mois;annee;DEPSIR
Xavier Breton;8;42;174;0;0;14;21;0;0;3;1;0;5;3;2021;0101
Xavier Breton;4;564;589;0;0;60;15;0;0;1;0;0;1;4;2021;0101
Xavier Breton;8;266;329;0;0;0;0;0;0;3;0;0;0;5;2021;0101
Xavier Breton;1;418;456;0;0;0;0;0;0;1;0;0;0;6;2021;0101
Xavier Breton;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;0101
Xavier Breton;0;0;0;0;0;0;0;0;2;0;0;0;0;8;2021;0101
Xavier Breton;1;23;60;0;8;0;0;0;1;0;0;0;4;9;2021;0101
Xavier Breton;3;46;299;0;12;0;0;0;0;0;0;0;4;10;2021;0101
Xavier Breton;2;44;97;0;10;0;0;0;0;5;0;0;4;11;2021;0101
Xavier Breton;1;20;62;0;6;0;0;0;0;1;0;0;4;12;2021;0101
Caroline Abadie;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;3808
Caroline Abadie;0;0;0;2;7;14;2;0;0;0;0;0;4;7;2017;3808
Caroline Abadie;0;0;0;0;3;0;2;0;0;0;0;0;2;8;2017;3808
Caroline Abadie;3;3;8;5;5;1;0;0;0;1;0;0;2;9;2017;3808
Caroline Abadie;1;0;3;4;7;4;2;0;1;0;1;0;4;10;2017;3808
Caroline Abadie;10;4;24;14;8;4;3;0;1;0;0;0;4;11;2017;3808
Caroline Abadie;5;0;7;0;3;0;3;0;1;0;0;0;3;12;2017;3808
Caroline Abadie;5;0;14;0;8;3;0;0;1;0;1;0;4;1;2018;3808
Caroline Abadie;6;0;11;0;2;0;1;0;2;0;0;0;2;2;2018;3808
Caroline Abadie;13;0;14;1;9;0;0;0;2;0;0;0;4;3;2018;3808
Caroline Abadie;18;0;48;0;5;1;5;0;0;0;0;0;3;4;2018;3808
Caroline Abadie;16;5;26;9;12;2;0;0;2;3;0;0;4;5;2018;3808
Caroline Abadie;11;0;19;0;13;2;1;0;0;2;1;0;5;6;2018;3808
Caroline Abadie;20;0;34;1;17;14;22;0;0;2;0;0;5;7;2018;3808
Caroline Abadie;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2018;3808
Caroline Abadie;32;0;41;1;2;0;0;0;0;3;0;0;3;9;2018;3808
Caroline Abadie;48;0;72;2;8;0;0;0;0;0;0;0;4;10;2018;3808
Caroline Abadie;67;5;100;15;11;5;4;0;0;4;0;0;4;11;2018;3808
Caroline Abadie;28;0;37;0;1;0;0;0;2;0;0;0;2;12;2018;3808
Caroline Abadie;24;0;31;0;3;1;1;0;1;1;0;0;3;1;2019;3808
Caroline Abadie;14;0;35;1;5;2;0;0;2;1;0;0;3;2;2019;3808
Caroline Abadie;33;0;72;0;4;1;2;0;4;0;0;0;4;3;2019;3808
Caroline Abadie;1;0;2;1;3;0;0;0;2;3;0;0;3;4;2019;3808
Caroline Abadie;29;0;61;1;9;2;2;0;2;1;1;0;4;5;2019;3808
Caroline Abadie;46;7;63;17;7;0;0;0;1;0;0;1;4;6;2019;3808
Caroline Abadie;19;12;28;1;5;20;5;0;2;0;0;0;4;7;2019;3808
Caroline Abadie;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2019;3808
Caroline Abadie;15;6;28;5;6;2;1;0;1;0;0;0;3;9;2019;3808
Caroline Abadie;15;3;25;2;11;4;0;0;1;0;0;0;5;10;2019;3808
Caroline Abadie;65;0;77;0;10;1;0;0;2;0;0;0;4;11;2019;3808
Caroline Abadie;11;0;18;1;3;0;0;0;1;1;0;0;3;12;2019;3808
Caroline Abadie;14;10;28;12;13;12;6;0;1;0;0;0;4;1;2020;3808
Caroline Abadie;1;0;45;1;6;0;2;0;0;0;0;0;4;2;2020;3808
Caroline Abadie;0;0;0;0;2;0;0;0;0;0;0;0;1;3;2020;3808
Caroline Abadie;4;0;13;4;4;0;0;0;0;1;0;0;2;4;2020;3808
Caroline Abadie;11;1;21;0;0;3;0;0;2;0;0;0;1;5;2020;3808
Caroline Abadie;17;0;26;0;3;1;0;0;2;1;0;0;3;6;2020;3808
Caroline Abadie;3;0;3;0;15;0;0;0;0;0;0;0;5;7;2020;3808
Caroline Abadie;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;3808
Caroline Abadie;56;0;79;0;2;0;0;0;2;0;0;0;3;9;2020;3808
Caroline Abadie;30;4;58;0;2;0;0;0;0;0;0;0;2;10;2020;3808
Caroline Abadie;45;2;64;0;0;2;3;0;0;0;0;0;4;11;2020;3808
Caroline Abadie;14;2;26;0;0;0;1;0;2;0;0;0;2;12;2020;3808
Caroline Abadie;27;12;58;0;0;0;0;0;2;0;0;0;0;1;2021;3808
Caroline Abadie;15;1;24;0;0;9;3;0;0;0;1;0;3;2;2021;3808
Caroline Abadie;82;12;114;0;0;33;14;0;0;1;0;0;4;3;2021;3808
Caroline Abadie;0;0;9;0;0;0;0;0;0;0;0;0;1;4;2021;3808
Caroline Abadie;70;5;91;0;0;0;0;0;0;0;0;0;0;5;2021;3808
Caroline Abadie;56;1;61;0;0;0;0;0;0;0;0;0;0;6;2021;3808
Caroline Abadie;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;3808
Caroline Abadie;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;3808
Caroline Abadie;11;0;12;0;10;0;0;0;0;0;0;0;4;9;2021;3808
Caroline Abadie;50;7;70;0;23;0;0;0;0;0;0;0;4;10;2021;3808
Caroline Abadie;60;1;73;0;16;0;0;0;0;0;0;0;3;11;2021;3808
Caroline Abadie;23;2;33;0;6;0;0;0;0;0;0;0;4;12;2021;3808
Pierre Vatin;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;6005
Pierre Vatin;6;0;57;1;4;0;0;0;0;0;0;0;4;7;2017;6005
Pierre Vatin;0;0;7;0;1;0;0;0;2;0;0;0;1;8;2017;6005
Pierre Vatin;0;0;15;0;2;0;0;0;4;5;0;0;1;9;2017;6005
Pierre Vatin;2;0;129;0;1;0;0;0;16;2;0;0;2;10;2017;6005
Pierre Vatin;4;0;50;0;8;5;2;0;2;0;1;0;4;11;2017;6005
Pierre Vatin;1;0;44;1;2;0;0;0;2;5;0;0;2;12;2017;6005
Pierre Vatin;3;6;107;2;3;4;2;0;2;2;0;0;3;1;2018;6005
Pierre Vatin;0;3;5;1;3;6;0;0;13;1;2;0;3;2;2018;6005
Pierre Vatin;0;0;18;2;8;0;0;1;10;0;0;0;4;3;2018;6005
Pierre Vatin;1;7;63;0;7;12;15;1;6;0;0;0;3;4;2018;6005
Pierre Vatin;2;28;87;2;7;0;3;0;6;0;0;0;4;5;2018;6005
Pierre Vatin;2;26;108;1;6;8;3;0;4;4;2;0;4;6;2018;6005
Pierre Vatin;2;3;106;1;4;1;1;0;1;8;0;0;4;7;2018;6005
Pierre Vatin;0;0;1;0;0;0;0;0;5;1;0;0;0;8;2018;6005
Pierre Vatin;8;2;188;0;4;0;0;0;2;0;0;0;3;9;2018;6005
Pierre Vatin;1;4;53;12;8;9;4;0;11;4;0;1;5;10;2018;6005
Pierre Vatin;0;29;225;3;5;7;14;0;6;7;0;0;4;11;2018;6005
Pierre Vatin;5;4;43;0;3;5;2;0;7;2;0;0;3;12;2018;6005
Pierre Vatin;1;1;77;1;2;5;0;0;1;0;1;0;3;1;2019;6005
Pierre Vatin;1;1;71;0;3;1;1;0;6;0;0;0;3;2;2019;6005
Pierre Vatin;2;2;44;3;3;1;0;0;6;0;0;0;4;3;2019;6005
Pierre Vatin;2;5;13;0;3;5;1;1;3;0;0;0;2;4;2019;6005
Pierre Vatin;3;10;63;1;3;0;0;0;7;5;0;0;3;5;2019;6005
Pierre Vatin;3;10;169;0;3;6;2;0;5;2;1;0;4;6;2019;6005
Pierre Vatin;2;1;46;1;2;3;1;0;2;6;0;0;3;7;2019;6005
Pierre Vatin;0;0;150;0;4;0;0;0;1;0;0;0;1;8;2019;6005
Pierre Vatin;1;96;243;9;18;0;0;0;11;0;0;0;4;9;2019;6005
Pierre Vatin;9;64;274;3;9;4;7;1;15;0;0;0;5;10;2019;6005
Pierre Vatin;2;41;116;5;9;6;8;0;7;3;1;0;4;11;2019;6005
Pierre Vatin;0;22;144;0;2;12;5;0;11;3;0;0;3;12;2019;6005
Pierre Vatin;0;0;37;1;3;2;4;0;6;2;1;0;4;1;2020;6005
Pierre Vatin;14;11;708;0;3;25;15;0;11;0;1;0;4;2;2020;6005
Pierre Vatin;17;0;76;0;0;0;0;0;18;3;0;0;1;3;2020;6005
Pierre Vatin;2;0;76;0;0;0;0;0;24;2;0;0;0;4;2020;6005
Pierre Vatin;2;0;30;0;0;5;1;0;23;0;3;0;2;5;2020;6005
Pierre Vatin;9;0;396;0;0;3;6;0;23;2;1;0;2;6;2020;6005
Pierre Vatin;4;0;194;0;0;2;3;0;19;7;1;0;3;7;2020;6005
Pierre Vatin;0;0;0;0;0;0;0;0;5;4;0;0;0;8;2020;6005
Pierre Vatin;10;31;186;0;4;4;3;0;14;1;0;0;3;9;2020;6005
Pierre Vatin;14;51;1010;0;2;8;20;0;10;4;0;0;5;10;2020;6005
Pierre Vatin;11;4;475;0;0;15;16;0;0;2;0;0;4;11;2020;6005
Pierre Vatin;1;4;45;0;0;8;4;0;1;3;1;0;3;12;2020;6005
Pierre Vatin;0;5;53;0;0;0;1;0;9;4;0;0;2;1;2021;6005
Pierre Vatin;6;58;129;0;0;3;4;0;2;1;1;0;3;2;2021;6005
Pierre Vatin;25;71;791;0;0;11;3;0;0;10;1;0;4;3;2021;6005
Pierre Vatin;2;11;34;0;0;13;3;0;0;9;1;0;2;4;2021;6005
Pierre Vatin;19;45;368;0;0;0;0;0;0;3;0;0;0;5;2021;6005
Pierre Vatin;13;4;254;0;0;0;0;0;0;9;0;0;0;6;2021;6005
Pierre Vatin;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;6005
Pierre Vatin;0;0;0;0;0;0;0;0;3;0;0;0;0;8;2021;6005
Pierre Vatin;0;3;185;0;1;0;0;1;1;3;0;0;1;9;2021;6005
Pierre Vatin;9;22;662;0;3;0;0;2;2;4;0;0;2;10;2021;6005
Pierre Vatin;3;2;241;0;4;0;0;0;2;2;0;0;4;11;2021;6005
Pierre Vatin;2;0;195;0;0;0;0;0;2;3;0;0;0;12;2021;6005
Claire Pitollat;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;1302
Claire Pitollat;1;0;2;0;9;0;0;0;0;0;0;0;4;7;2017;1302
Claire Pitollat;0;0;0;0;1;0;0;0;0;0;0;0;1;8;2017;1302
Claire Pitollat;0;0;0;0;3;0;0;0;0;0;0;0;2;9;2017;1302
Claire Pitollat;12;2;33;0;8;6;1;0;1;0;1;0;3;10;2017;1302
Claire Pitollat;10;0;16;1;9;2;0;0;1;0;0;0;4;11;2017;1302
Claire Pitollat;2;0;3;0;2;0;0;0;1;0;0;0;2;12;2017;1302
Claire Pitollat;0;0;3;1;5;0;0;0;1;1;0;0;3;1;2018;1302
Claire Pitollat;0;0;0;4;8;0;0;0;2;1;0;0;3;2;2018;1302
Claire Pitollat;6;0;13;0;4;9;2;0;2;0;1;0;2;3;2018;1302
Claire Pitollat;3;0;8;3;5;0;0;0;0;1;0;0;3;4;2018;1302
Claire Pitollat;21;4;44;4;16;0;0;0;2;0;0;0;3;5;2018;1302
Claire Pitollat;36;2;63;1;6;10;2;0;1;0;0;0;5;6;2018;1302
Claire Pitollat;75;0;100;0;0;0;0;0;0;0;0;0;0;7;2018;1302
Claire Pitollat;0;0;0;0;0;0;0;0;0;0;0;0;1;8;2018;1302
Claire Pitollat;33;0;51;7;1;0;0;0;0;0;0;0;1;9;2018;1302
Claire Pitollat;53;6;135;5;8;0;0;0;0;0;0;0;4;10;2018;1302
Claire Pitollat;71;5;102;3;5;0;0;0;0;2;0;0;4;11;2018;1302
Claire Pitollat;29;1;40;0;3;0;0;0;2;0;0;0;1;12;2018;1302
Claire Pitollat;19;1;51;1;5;8;1;0;1;0;0;0;3;1;2019;1302
Claire Pitollat;30;4;58;1;4;1;0;0;2;0;0;0;3;2;2019;1302
Claire Pitollat;43;7;113;6;8;1;0;0;3;0;0;0;4;3;2019;1302
Claire Pitollat;1;0;1;0;10;0;0;0;2;0;0;0;3;4;2019;1302
Claire Pitollat;19;23;88;1;9;6;0;0;2;0;1;0;4;5;2019;1302
Claire Pitollat;46;12;134;3;8;1;0;0;1;0;0;0;4;6;2019;1302
Claire Pitollat;15;0;20;1;9;0;0;0;2;0;0;0;4;7;2019;1302
Claire Pitollat;0;0;0;0;7;0;0;0;0;0;0;0;1;8;2019;1302
Claire Pitollat;19;8;58;1;24;0;0;0;1;0;0;0;3;9;2019;1302
Claire Pitollat;48;3;73;1;13;0;0;0;2;0;0;0;5;10;2019;1302
Claire Pitollat;34;0;56;0;4;0;0;0;1;1;0;1;3;11;2019;1302
Claire Pitollat;20;8;57;3;2;3;1;0;2;0;0;1;3;12;2019;1302
Claire Pitollat;12;0;22;0;1;0;0;0;2;0;0;0;2;1;2020;1302
Claire Pitollat;3;4;112;0;0;0;0;0;1;0;0;0;1;2;2020;1302
Claire Pitollat;2;0;8;0;1;0;0;0;0;0;0;0;1;3;2020;1302
Claire Pitollat;5;0;27;0;0;0;0;0;0;0;0;0;0;4;2020;1302
Claire Pitollat;25;19;111;0;0;3;0;0;3;0;0;0;1;5;2020;1302
Claire Pitollat;25;0;59;0;3;0;0;0;3;0;0;0;1;6;2020;1302
Claire Pitollat;5;0;24;0;2;0;0;0;1;0;0;0;4;7;2020;1302
Claire Pitollat;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2020;1302
Claire Pitollat;59;12;97;0;3;1;0;0;2;0;0;0;4;9;2020;1302
Claire Pitollat;38;12;159;0;0;0;0;0;1;0;0;0;4;10;2020;1302
Claire Pitollat;58;4;141;0;0;6;0;0;0;0;1;0;2;11;2020;1302
Claire Pitollat;12;0;23;0;0;0;0;0;3;0;0;0;0;12;2020;1302
Claire Pitollat;17;0;39;0;0;0;0;0;3;0;0;0;0;1;2021;1302
Claire Pitollat;40;5;88;0;0;0;0;0;0;0;0;0;0;2;2021;1302
Claire Pitollat;105;28;243;0;0;0;0;0;0;0;0;0;0;3;2021;1302
Claire Pitollat;5;0;18;0;0;1;0;0;0;0;0;0;1;4;2021;1302
Claire Pitollat;58;0;86;0;0;0;0;0;0;0;0;0;0;5;2021;1302
Claire Pitollat;39;5;68;0;0;0;0;0;0;0;0;0;0;6;2021;1302
Claire Pitollat;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;1302
Claire Pitollat;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2021;1302
Claire Pitollat;18;0;19;0;1;0;0;0;0;0;0;0;1;9;2021;1302
Claire Pitollat;66;2;91;0;6;0;0;0;0;0;0;1;3;10;2021;1302
Claire Pitollat;79;1;88;0;2;0;0;0;0;0;0;0;1;11;2021;1302
Claire Pitollat;22;0;33;0;4;0;0;0;0;0;0;0;2;12;2021;1302
Meyer Habib;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;099908
Meyer Habib;2;2;36;4;2;11;10;0;1;1;1;1;3;7;2017;099908
Meyer Habib;0;2;2;0;0;6;3;0;0;0;0;0;1;8;2017;099908
Meyer Habib;1;8;34;0;0;29;22;0;0;1;0;0;1;9;2017;099908
Meyer Habib;5;2;134;6;2;9;7;0;7;1;0;0;2;10;2017;099908
Meyer Habib;9;5;155;0;2;29;13;0;1;0;1;0;4;11;2017;099908
Meyer Habib;2;0;48;0;2;0;6;0;9;2;0;0;3;12;2017;099908
Meyer Habib;2;0;95;2;2;0;1;0;0;0;0;0;2;1;2018;099908
Meyer Habib;0;0;11;4;3;11;12;0;3;2;2;0;3;2;2018;099908
Meyer Habib;0;0;8;0;0;12;11;0;8;1;0;0;2;3;2018;099908
Meyer Habib;12;3;122;2;3;17;7;0;1;0;1;0;2;4;2018;099908
Meyer Habib;12;0;187;2;4;0;2;0;1;0;0;0;2;5;2018;099908
Meyer Habib;7;0;208;2;1;10;4;0;6;0;1;0;3;6;2018;099908
Meyer Habib;3;6;170;30;14;7;2;0;3;0;0;0;5;7;2018;099908
Meyer Habib;0;0;0;0;0;0;0;1;2;0;0;0;0;8;2018;099908
Meyer Habib;12;3;226;0;0;0;0;0;0;0;0;0;0;9;2018;099908
Meyer Habib;10;1;204;9;2;5;4;0;4;2;1;0;3;10;2018;099908
Meyer Habib;10;3;196;1;1;9;8;0;2;0;0;0;4;11;2018;099908
Meyer Habib;5;0;87;8;6;1;29;0;0;0;0;0;2;12;2018;099908
Meyer Habib;2;2;58;2;4;10;0;0;3;3;1;0;2;1;2019;099908
Meyer Habib;2;0;39;2;1;15;6;0;0;0;1;0;3;2;2019;099908
Meyer Habib;19;0;364;4;5;4;2;0;6;0;1;0;4;3;2019;099908
Meyer Habib;3;0;51;1;1;0;0;0;6;2;0;0;1;4;2019;099908
Meyer Habib;10;0;227;1;4;0;0;0;3;0;0;0;4;5;2019;099908
Meyer Habib;11;0;130;2;4;3;2;0;1;0;1;0;4;6;2019;099908
Meyer Habib;10;5;71;2;1;25;18;0;0;1;0;0;2;7;2019;099908
Meyer Habib;0;0;0;0;0;0;0;0;1;0;0;0;0;8;2019;099908
Meyer Habib;1;0;112;1;1;0;4;1;3;1;0;0;1;9;2019;099908
Meyer Habib;22;3;593;2;6;7;7;0;2;0;1;0;4;10;2019;099908
Meyer Habib;14;0;273;3;8;0;0;0;2;2;0;0;3;11;2019;099908
Meyer Habib;3;1;128;0;8;21;21;0;7;0;2;0;3;12;2019;099908
Meyer Habib;0;0;23;6;7;4;19;0;3;0;1;0;4;1;2020;099908
Meyer Habib;1;0;55;0;5;8;17;0;0;0;1;0;3;2;2020;099908
Meyer Habib;2;0;20;4;3;0;0;0;1;0;0;0;1;3;2020;099908
Meyer Habib;0;0;21;3;3;0;0;1;8;0;0;0;3;4;2020;099908
Meyer Habib;1;0;30;0;0;0;0;0;3;0;0;0;0;5;2020;099908
Meyer Habib;5;10;145;0;2;17;34;0;5;3;1;0;3;6;2020;099908
Meyer Habib;4;1;114;0;2;5;8;0;7;4;0;0;4;7;2020;099908
Meyer Habib;0;0;0;0;0;0;0;0;2;1;0;0;0;8;2020;099908
Meyer Habib;4;0;97;0;4;3;0;0;6;2;1;0;2;9;2020;099908
Meyer Habib;9;5;412;0;1;11;12;1;5;2;1;0;4;10;2020;099908
Meyer Habib;5;0;221;0;0;0;0;0;0;1;0;0;1;11;2020;099908
Meyer Habib;7;0;106;0;0;0;0;0;0;1;0;0;1;12;2020;099908
Meyer Habib;3;15;152;0;0;0;0;0;0;3;0;0;0;1;2021;099908
Meyer Habib;2;27;96;0;0;0;0;0;0;3;0;0;0;2;2021;099908
Meyer Habib;6;0;109;0;0;7;6;0;0;0;0;0;2;3;2021;099908
Meyer Habib;1;0;15;0;0;1;0;0;0;4;0;1;1;4;2021;099908
Meyer Habib;12;15;267;0;0;0;0;0;0;2;0;0;0;5;2021;099908
Meyer Habib;6;2;115;0;0;0;0;0;0;1;0;0;0;6;2021;099908
Meyer Habib;0;0;3;0;0;0;0;0;0;0;0;0;0;7;2021;099908
Meyer Habib;0;0;0;0;0;0;0;0;0;1;0;0;0;8;2021;099908
Meyer Habib;3;5;29;0;9;0;0;0;0;0;0;0;2;9;2021;099908
Meyer Habib;8;1;266;0;3;0;0;0;1;2;0;0;2;10;2021;099908
Meyer Habib;7;0;144;0;13;0;0;0;3;0;0;0;4;11;2021;099908
Meyer Habib;1;0;100;0;11;0;0;0;0;0;0;0;4;12;2021;099908
Philippe Gosselin;0;0;0;0;1;0;3;0;0;0;0;0;1;6;2017;5001
Philippe Gosselin;6;46;111;43;7;109;271;0;0;2;0;0;4;7;2017;5001
Philippe Gosselin;0;7;9;0;1;11;9;0;4;0;0;0;1;8;2017;5001
Philippe Gosselin;6;1;94;0;0;0;10;0;4;2;0;0;1;9;2017;5001
Philippe Gosselin;3;6;276;7;5;9;34;0;18;6;0;0;4;10;2017;5001
Philippe Gosselin;12;0;229;5;10;6;17;1;6;1;1;0;4;11;2017;5001
Philippe Gosselin;3;0;160;1;4;3;8;0;10;1;0;0;3;12;2017;5001
Philippe Gosselin;19;74;295;53;12;12;40;1;7;3;0;0;3;1;2018;5001
Philippe Gosselin;2;9;24;1;2;29;25;0;18;4;0;0;2;2;2018;5001
Philippe Gosselin;2;3;65;7;4;13;20;1;16;2;1;1;4;3;2018;5001
Philippe Gosselin;8;4;230;16;9;15;37;0;9;2;0;0;3;4;2018;5001
Philippe Gosselin;10;53;321;5;7;17;31;0;15;2;1;0;4;5;2018;5001
Philippe Gosselin;3;37;171;92;12;6;24;0;10;1;0;0;4;6;2018;5001
Philippe Gosselin;2;19;107;53;12;101;172;0;7;1;0;0;4;7;2018;5001
Philippe Gosselin;0;0;1;0;0;0;0;0;5;0;0;0;0;8;2018;5001
Philippe Gosselin;6;0;410;3;2;2;11;0;7;0;0;0;3;9;2018;5001
Philippe Gosselin;5;8;163;10;11;13;28;1;16;5;1;0;5;10;2018;5001
Philippe Gosselin;2;64;203;75;10;112;155;1;9;1;0;0;4;11;2018;5001
Philippe Gosselin;5;51;134;50;5;85;75;1;13;1;0;0;3;12;2018;5001
Philippe Gosselin;2;41;179;14;4;80;77;0;9;3;0;1;3;1;2019;5001
Philippe Gosselin;0;33;85;11;4;44;38;0;11;8;1;0;3;2;2019;5001
Philippe Gosselin;3;0;106;10;3;6;15;1;8;2;0;0;3;3;2019;5001
Philippe Gosselin;0;0;17;3;2;4;10;1;13;5;0;0;3;4;2019;5001
Philippe Gosselin;3;35;136;106;6;35;43;0;10;0;0;0;4;5;2019;5001
Philippe Gosselin;3;1;55;11;7;11;8;1;3;8;0;0;4;6;2019;5001
Philippe Gosselin;2;1;17;14;4;4;7;0;4;5;0;1;3;7;2019;5001
Philippe Gosselin;0;0;2;0;0;0;0;0;2;3;0;0;0;8;2019;5001
Philippe Gosselin;2;132;200;28;11;8;24;1;7;4;0;0;4;9;2019;5001
Philippe Gosselin;15;9;402;21;8;25;37;0;7;11;0;0;5;10;2019;5001
Philippe Gosselin;5;3;132;8;5;6;27;1;7;0;1;0;4;11;2019;5001
Philippe Gosselin;1;10;41;2;1;17;12;0;9;7;1;0;3;12;2019;5001
Philippe Gosselin;1;0;146;6;6;1;13;0;5;0;0;0;4;1;2020;5001
Philippe Gosselin;0;29;470;7;8;17;56;0;4;2;0;1;4;2;2020;5001
Philippe Gosselin;5;1;34;36;2;37;58;0;12;7;0;0;2;3;2020;5001
Philippe Gosselin;2;0;72;4;5;5;7;3;38;5;0;0;4;4;2020;5001
Philippe Gosselin;4;15;113;0;0;50;72;0;32;6;1;0;3;5;2020;5001
Philippe Gosselin;12;11;472;0;1;36;92;0;18;5;0;1;5;6;2020;5001
Philippe Gosselin;8;186;398;0;4;28;82;1;12;3;0;0;5;7;2020;5001
Philippe Gosselin;0;0;0;0;0;0;0;0;3;2;0;0;0;8;2020;5001
Philippe Gosselin;6;26;126;0;8;49;60;1;12;5;1;0;4;9;2020;5001
Philippe Gosselin;9;19;380;0;2;86;154;1;4;1;0;0;5;10;2020;5001
Philippe Gosselin;10;31;338;0;1;61;122;0;1;6;0;0;3;11;2020;5001
Philippe Gosselin;2;1;188;0;0;24;44;0;1;4;1;0;3;12;2020;5001
Philippe Gosselin;3;46;330;0;0;19;23;0;11;1;0;0;3;1;2021;5001
Philippe Gosselin;12;22;209;0;0;27;57;1;2;0;0;0;3;2;2021;5001
Philippe Gosselin;14;10;309;0;0;23;56;0;0;7;0;0;5;3;2021;5001
Philippe Gosselin;4;152;169;0;0;7;6;0;0;4;0;0;2;4;2021;5001
Philippe Gosselin;8;91;206;0;0;0;0;0;0;0;0;0;0;5;2021;5001
Philippe Gosselin;3;41;95;0;0;0;0;0;0;6;0;0;0;6;2021;5001
Philippe Gosselin;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2021;5001
Philippe Gosselin;0;0;0;0;0;0;0;0;2;3;0;0;0;8;2021;5001
Philippe Gosselin;1;13;73;0;3;0;0;0;2;0;0;0;1;9;2021;5001
Philippe Gosselin;6;24;512;0;4;0;0;0;0;5;0;1;3;10;2021;5001
Philippe Gosselin;4;32;125;0;7;0;0;0;1;2;0;0;4;11;2021;5001
Philippe Gosselin;1;12;52;0;4;0;0;0;0;0;0;1;3;12;2021;5001
Sylvain Waserman;0;0;0;0;1;0;0;0;0;0;0;0;1;6;2017;6702
Sylvain Waserman;5;0;9;0;1;17;151;0;0;0;0;0;2;7;2017;6702
Sylvain Waserman;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2017;6702
Sylvain Waserman;0;0;2;7;2;12;143;0;0;0;0;1;2;9;2017;6702
Sylvain Waserman;5;2;60;6;9;127;940;1;4;0;0;0;4;10;2017;6702
Sylvain Waserman;4;4;72;4;2;276;1353;1;1;0;0;0;5;11;2017;6702
Sylvain Waserman;1;0;2;0;1;78;325;0;1;1;2;0;3;12;2017;6702
Sylvain Waserman;4;0;48;0;4;51;294;0;0;0;0;0;3;1;2018;6702
Sylvain Waserman;0;0;0;0;7;102;296;0;0;1;1;0;4;2;2018;6702
Sylvain Waserman;0;0;1;3;10;33;102;0;2;1;1;0;4;3;2018;6702
Sylvain Waserman;3;6;22;1;6;91;558;1;3;0;2;0;3;4;2018;6702
Sylvain Waserman;88;86;132;21;7;36;128;0;1;0;0;1;4;5;2018;6702
Sylvain Waserman;30;3;130;7;9;248;1179;0;0;11;1;0;4;6;2018;6702
Sylvain Waserman;7;7;58;2;11;88;595;0;0;3;0;1;4;7;2018;6702
Sylvain Waserman;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2018;6702
Sylvain Waserman;29;6;137;1;8;104;665;0;0;0;0;0;4;9;2018;6702
Sylvain Waserman;13;0;77;4;11;155;930;0;5;9;0;0;3;10;2018;6702
Sylvain Waserman;15;0;82;10;11;181;826;0;0;0;0;0;4;11;2018;6702
Sylvain Waserman;11;0;23;1;5;0;0;0;0;0;0;1;3;12;2018;6702
Sylvain Waserman;11;0;57;2;7;83;242;0;1;1;0;0;3;1;2019;6702
Sylvain Waserman;3;0;33;6;8;74;339;0;0;3;1;0;3;2;2019;6702
Sylvain Waserman;32;0;159;3;10;116;400;0;1;1;1;0;4;3;2019;6702
Sylvain Waserman;3;0;6;1;3;58;149;0;2;0;0;0;2;4;2019;6702
Sylvain Waserman;91;97;138;189;11;214;76;0;0;1;0;1;5;5;2019;6702
Sylvain Waserman;12;7;73;10;11;241;1225;0;0;1;0;0;4;6;2019;6702
Sylvain Waserman;6;0;21;3;9;62;138;0;0;2;0;0;4;7;2019;6702
Sylvain Waserman;0;0;3;0;0;0;0;0;0;10;0;0;0;8;2019;6702
Sylvain Waserman;1;0;37;0;4;107;477;0;1;2;0;0;3;9;2019;6702
Sylvain Waserman;36;0;187;3;5;186;920;0;2;0;0;0;4;10;2019;6702
Sylvain Waserman;50;1;249;2;9;199;917;0;0;0;0;0;4;11;2019;6702
Sylvain Waserman;13;0;61;3;4;252;1161;0;0;3;0;0;3;12;2019;6702
Sylvain Waserman;2;0;18;1;8;19;93;0;1;0;1;0;4;1;2020;6702
Sylvain Waserman;2;0;25;1;4;464;1314;0;0;1;0;0;3;2;2020;6702
Sylvain Waserman;0;0;1;13;12;82;391;0;0;0;0;0;4;3;2020;6702
Sylvain Waserman;2;0;8;1;7;1;0;0;0;1;1;0;5;4;2020;6702
Sylvain Waserman;10;0;23;0;5;71;303;0;0;0;0;0;4;5;2020;6702
Sylvain Waserman;19;0;71;0;6;48;321;0;2;1;0;0;5;6;2020;6702
